id,type,title,director,cast,country,date_added,release_year,rating,duration_type,duration_int,score
ds696,tv show,miles from tomorrowland,SinDato,"olivia munn, cullen mccarthy, fiona bishop, dee baker, tom kenny",united states,2019-12-01,2014,tv-y,season,2,3.475531914893617
ds697,tv show,sheriff callie's wild west,SinDato,"mandy moore, lucas grabeel","united states, south korea, france",2019-12-01,2011,tv-y,season,2,3.474854932301741
ds698,tv show,supercar megabuild,SinDato,dom joly,united states,2019-12-01,2016,tv-pg,season,2,3.5189473684210526
ds699,movie,the incredible dr. pol: blue ribbon kids,SinDato,"ari rubin, dr. pol",SinDato,2019-12-01,2016,tv-pg,min,42,3.624742268041237
ds700,movie,coco,lee unkrich,"anthony gonzalez, gael bernal, benjamin bratt, alanna ubach, renée victor, jaime camil",united states,2019-11-29,2017,pg,min,105,3.614
ds701,movie,coco (in spanish),lee unkrich,"anthony gonzalez, gael garcía bernal, benjamin bratt, alanna ubach, renée victor, jaime camil",SinDato,2019-11-29,2017,pg,min,105,3.6232323232323234
ds702,movie,forky asks a question: what is time?,bob peterson,"tony hale, wallace shawn, alan oppenheimer, bob peterson",united states,2019-11-29,2019,tv-g,min,6,3.494263862332696
ds703,movie,the wonderful world of disney presents the little mermaid live!,hamish hamilton,"auli'i cravalho, queen latifah, shaggy , john stamos, graham phillips, amber riley",united states,2019-11-27,2019,tv-pg,min,84,3.566945606694561
ds704,movie,forky asks a question: what is art?,bob peterson,"tony hale, robin downes, bob peterson",united states,2019-11-22,2019,tv-g,min,7,3.5300429184549356
ds705,tv show,mickey mouse roadster racers,SinDato,"bret iwan, russi taylor, bill farmer, daniel ross, tress macneille",SinDato,2019-11-20,2017,tv-y,season,2,3.497826086956522
ds706,movie,"happy birthday, mickey!",SinDato,SinDato,SinDato,2019-11-18,2019,tv-g,min,2,3.592137592137592
ds707,movie,forky asks a question: what is a friend?,bob peterson,"tony hale, john ratzenberger, bob peterson",united states,2019-11-15,2019,tv-g,min,6,3.5277185501066097
ds708,movie,10 things i hate about you,gil junger,"heath ledger, julia stiles, joseph gordon-levitt, larisa oleynik, david krumholtz, andrew keegan",united states,2019-11-12,1999,pg-13,min,98,3.5465367965367967
ds709,movie,101 dalmatians,"wolfgang reitherman, hamilton luske, clyde geronimi","rod taylor, j. pat o'malley, betty gerson, cate bauer, ben wright, fred worlock",united states,2019-11-12,1961,g,min,81,3.483739837398374
ds710,movie,101 dalmatians ii: patch's london adventure,"jim kammerud, brian smith","barry bostwick, jason alexander, martin short, bobby lockwood, susanne blakeslee, samuel west",united states,2019-11-12,2003,g,min,77,3.5269058295964126
ds711,movie,102 dalmatians,kevin lima,"glenn close, ioan gruffudd, alice evans, tim mcinnerny, ian richardson, gérard depardieu","united states, united kingdom",2019-11-12,2000,g,min,104,3.5575221238938055
ds712,movie,12 dates of christmas,james hayman,"amy smart, mark-paul gosselaar, peter macneil, mary long, jayne eastwood, laura miyata",united states,2019-11-12,2011,tv-pg,min,88,3.470472440944882
ds713,movie,"20,000 leagues under the sea",richard fleischer,"kirk douglas, james mason, paul lukas, peter lorre, robert wilke, ted de corsia",united states,2019-11-12,1954,g,min,127,3.459205020920502
ds714,movie,a bug's life,john lasseter,"dave foley, kevin spacey, julia louis-dreyfus, hayden panettiere, phyllis diller, richard kind",united states,2019-11-12,1998,g,min,98,3.564935064935065
ds715,movie,a goofy movie,kevin lima,"bill farmer, jason marsden, jim cummings, kellie martin, rob paulsen, wallace shawn","united states, australia, france, canada",2019-11-12,1995,g,min,81,3.4718004338394794
ds716,movie,a kid in king arthur's court,michael gottlieb,"thomas nicholas, joss ackland, art malik, paloma baeza, kate winslet, daniel craig","united states, hungary, united kingdom",2019-11-12,1995,pg,min,90,3.601609657947686
ds717,movie,a knight for a day,jack hannah,SinDato,united states,2019-11-12,1946,tv-g,min,7,3.4713701431492843
ds718,movie,a ring of endless light,greg beeman,"mischa barton, ryan merriman, jared padalecki, scarlett pomers, soren fulton, chris kirby",united states,2019-11-12,2002,tv-g,min,88,3.519148936170213
ds719,movie,aladdin (1992),"ron clements, john musker","scott weinger, robin williams, linda larkin, jonathan freeman, frank welker, gilbert gottfried",united states,2019-11-12,1992,g,min,94,3.513
ds720,movie,aladdin and the king of thieves,tad stones,"val bettin, jim cummings, gilbert gottfried, linda larkin, jerry orbach, john rhys-davies",united states,2019-11-12,1996,g,min,86,3.55
ds721,movie,aladdin: the return of jafar,"toby shelton, tad stones, alan zaslove","jason alexander, jeff bennett, val bettin, liz callaway, dan castellaneta, jim cummings",united states,2019-11-12,1994,g,min,71,3.438888888888889
ds722,movie,alice in wonderland,"clyde geronimi, hamilton luske, wilfred jackson","ed wynn, richard haydn, sterling holloway, jerry colonna, verna felton, pat o'malley",united states,2019-11-12,1951,g,min,79,3.606
ds723,movie,aliens of the deep,"james cameron, steven quale","dr. anatoly sagalevitch, genya chernaiev, victor nischeta, dr. pamela conrad, dr. arthur lane, dr. jim childress",united states,2019-11-12,2005,g,min,100,3.51255230125523
ds724,movie,alley cats strike!,rod daniel,"kyle schmid, robert ri'chard, kaley cuoco, mimi paley, joey wilcots, philip williams","united states, canada",2019-11-12,2000,tv-g,min,87,3.5124740124740126
ds725,movie,almost angels,steve previn,"vincent winter, sean scully, peter weck, hans holt, bruni löbel, fritz eckhardt",united states,2019-11-12,1962,tv-pg,min,90,3.5522243713733075
ds726,movie,america's heart & soul,louie schwartzberg,"george woodard, charles jimmie sr., the brothers, frank pino, dave pino, john yacobellis",united states,2019-11-12,2004,pg,min,88,3.521966527196653
ds727,movie,amy,vincent mceveety,"jenny agutter, barry newman, kathleen nolan, chris robinson, lou fant, margaret o'brien",united states,2019-11-12,1981,g,min,100,3.4215686274509802
ds728,movie,an extremely goofy movie,douglas mccarthy,"bill farmer, jason marsden, jeff bennett, jim cummings, brad garrett, vicki lewis","united states, australia",2019-11-12,2000,g,min,81,3.5434322033898304
ds729,tv show,andi mack,SinDato,"peyton lee, joshua rush, sofia wylie, asher angel, lilan bowden, lauren tom",united states,2019-11-12,2016,tv-g,season,3,3.5422535211267605
ds730,movie,annie,rob marshall,"kathy bates, alan cumming, audra mcdonald, kristin chenoweth, victor garber, vic polizos",united states,2019-11-12,1999,tv-pg,min,91,3.506986027944112
ds731,movie,apollo: missions to the moon,tom jennings,"neil armstrong, buzz aldrin",united states,2019-11-12,2019,tv-pg,min,95,3.5073684210526315
ds732,movie,atlantis rising,simcha jacobovici,"georgeos diaz-montexano, peter vincenti, richard freund, simcha jacobovici, charles pellegrino, félix rodrigues",canada,2019-11-12,2017,tv-pg,min,94,3.5501002004008018
ds733,movie,atlantis: milo's return,"tad stones, toby shelton, victor cook","james taylor, cree summer, john mahoney, jacqueline obradors, don novello, corey burton",united states,2019-11-12,2003,g,min,83,3.5844155844155843
ds734,movie,atlantis: the lost empire,"gary trousdale, kirk wise","michael fox, james garner, cree summer, don novello, phil morris, claudia christian",united states,2019-11-12,2001,pg,min,98,3.5257731958762886
ds735,movie,auntie edna,ted mathot,"brad bird, eli fucile, maeve andrews, nick bird, noelle zuber, craig nelson",united states,2019-11-12,2018,tv-g,min,7,3.568385650224215
ds736,movie,avatar,james cameron,"sam worthington, zoë saldana, sigourney weaver, stephen lang, michelle rodriguez, giovanni ribisi",united states,2019-11-12,2009,pg-13,min,162,3.4775641025641026
ds737,movie,babes in the woods,burt gillett,SinDato,united states,2019-11-12,1932,tv-y7,min,8,3.472160356347439
ds738,movie,babes in toyland,jack donohue,"ray bolger, tommy sands, annette funicello, ed wynn, tommy kirk, kevin corcoran",united states,2019-11-12,1961,tv-pg,min,106,3.5248447204968945
ds739,movie,bambi,david hand,SinDato,united states,2019-11-12,1942,g,min,72,3.564794816414687
ds740,movie,bambi ii,brian pimental,"patrick stewart, alexander gould, keith ferguson, brendon baerg, nicky jones, andrea bowen",united states,2019-11-12,2006,g,min,75,3.5560165975103732
ds741,movie,bao,domee shi,SinDato,"united states, canada",2019-11-12,2018,g,min,8,3.547817047817048
ds742,movie,beach picnic,clyde geronimi,SinDato,united states,2019-11-12,1939,tv-g,min,9,3.4824016563147
ds743,movie,bearly asleep,jack hannah,SinDato,united states,2019-11-12,1955,tv-pg,min,7,3.481609195402299
ds744,movie,beauty and the beast: belle's magical world,bob kline,"robby benson, paige o'hara, david stiers, jerry orbach, jeff bennett, jim cummings",united states,2019-11-12,1998,g,min,71,3.6055900621118013
ds745,movie,beauty and the beast: the enchanted christmas,andy knight,"paige o'hara, robby benson, jerry orbach, david stiers, bernadette peters, tim curry","canada, united states",2019-11-12,1997,g,min,73,3.4785867237687365
ds746,movie,beezy bear,jack hannah,SinDato,united states,2019-11-12,1955,tv-g,min,7,3.5177824267782425
ds747,movie,before the flood,fisher stevens,"leonardo dicaprio, john kerry, barack obama, bill clinton",united states,2019-11-12,2016,tv-14,min,96,3.5692963752665245
ds748,movie,benji the hunted,joe camp,"red steagall, frank inn, nancy francis, mike francis, joe camp, steve zanolini",united states,2019-11-12,1987,g,min,89,3.6101511879049677
ds749,tv show,best friends whenever,SinDato,"lauren taylor, shelby bender, gus kamp, ricky garcia, benjamin royer, matthew royer",united states,2019-11-12,2015,tv-g,season,2,3.5140997830802605
ds750,tv show,big city greens (shorts),SinDato,SinDato,SinDato,2019-11-12,2017,tv-y7,season,1,3.481876332622601
ds751,movie,big hero 6,"don hall, chris williams","scott adsit, ryan potter, daniel henney, t. j. miller, jamie chung, damon wayans jr.",united states,2019-11-12,2014,pg,min,105,3.4847494553376905
ds752,tv show,big hero 6 the series (shorts),SinDato,SinDato,SinDato,2019-11-12,2017,tv-y7,season,2,3.560267857142857
ds753,movie,bizarre dinosaurs,jenny kubo,peter cullen,united states,2019-11-12,2009,tv-pg,min,46,3.569977426636569
ds754,movie,blank check,rupert wainwright,"brian bonsall, karen duffy, miguel ferrer, james rebhorn, tone lōc, jayne atkinson",united states,2019-11-12,1994,pg,min,94,3.492424242424242
ds755,movie,boat builders,ben sharpsteen,SinDato,united states,2019-11-12,1938,tv-g,min,8,3.537960954446855
ds756,movie,bolt,"chris williams, byron howard","john travolta, miley cyrus, susie essman, mark walton, malcolm mcdowell, james lipton",united states,2019-11-12,2008,pg,min,98,3.553304904051173
ds757,movie,bone bandit,charles nichols,SinDato,united states,2019-11-12,1948,tv-g,min,7,3.4243951612903225
ds758,tv show,bonkers,SinDato,"charlie adler, corey burton, jesse corti, jim cummings, frank welker, gregg berger","united states, hong kong, south korea, france, canada, china, united kingdom, australia, japan, taiwan, philippines",2019-11-12,1993,tv-g,season,1,3.5566600397614314
ds759,movie,boundin',bud luckey,bud luckey,united states,2019-11-12,2004,g,min,6,3.503061224489796
ds760,tv show,boy meets world,SinDato,"ben savage, william daniels, betsy randle, will friedle, rider strong, lee norris",united states,2019-11-12,1993,tv-pg,season,7,3.578326180257511
ds761,movie,brave,"mark andrews, brenda chapman","kelly macdonald, billy connolly, emma thompson, julie walters, robbie coltrane, kevin mckidd","united states, united kingdom",2019-11-12,2012,pg,min,94,3.5412147505422995
ds762,movie,brave little toaster to the rescue,robert ramirez,"deanna oliver, tim stack, jon lovitz, thurl ravenscroft, phil hartman, jay mohr",united states,2019-11-12,1999,tv-g,min,75,3.4708249496981893
ds763,movie,breaking2,martin roe,"lelisa desisa, eliud kipchoge, zersenay tadese",united states,2019-11-12,2017,tv-pg,min,55,3.594
ds764,movie,brink!,greg beeman,"erik von detten, sam horrigan, christina vidal, robin riker, geoffrey blake, patrick levis",united states,2019-11-12,1998,tv-g,min,90,3.6533333333333333
ds765,movie,brother bear,"aaron blaise, robert walker","joaquin phoenix, jeremy suarez, jason raize, rick moranis, dave thomas, d.b. sweeney",united states,2019-11-12,2003,g,min,90,3.503125
ds766,movie,brother bear 2,benjamin gluck,"patrick dempsey, mandy moore, jeremy suarez, rick moranis, dave thomas, andrea martin",united states,2019-11-12,2006,g,min,78,3.5431578947368423
ds767,movie,buffalo dreams,david jackson,"reiley mcclendon, simon baker, graham greene, tessa vonn, max van ville, chris hunter",united states,2019-11-12,2005,tv-g,min,90,3.5994094488188977
ds768,tv show,bug juice: my adventures at camp,SinDato,SinDato,united states,2019-11-12,2017,tv-g,season,1,3.5565656565656565
ds769,movie,burn-e,angus maclane,"angus maclane, tessa swigart",united states,2019-11-12,2008,tv-g,min,8,3.5235042735042734
ds770,movie,cadet kelly,larry shaw,"hilary duff, christy romano, shawn ashmore, aimee garcia, linda kash, nigel hamer","united states, canada",2019-11-12,2002,tv-g,min,100,3.5434298440979957
ds771,movie,camp nowhere,jonathan prince,"christopher lloyd, jonathan jackson, wendy makkena, tom wilson, andrew keegan, marne patterson",united states,2019-11-12,1994,pg,min,96,3.557446808510638
ds772,movie,camp rock,matthew diamond,"demi lovato, joe jonas, meaghan martin, maria canals-barrera, alyson stoner, julie brown",united states,2019-11-12,2008,tv-g,min,96,3.5483870967741935
ds773,movie,camp rock 2: the final jam,paul hoen,"demi lovato, joe jonas, nick jonas, kevin jonas, daniel fathers, daniel kash",united states,2019-11-12,2010,tv-g,min,101,3.508130081300813
ds774,movie,can of worms,paul schneider,"michael shulman, erika christensen, adam wylie, andrew ducote, lee garlington, brighton hertford","united states, canada",2019-11-12,1999,tv-pg,min,84,3.5133037694013303
ds775,movie,candleshoe,norman tokar,"david niven, helen hayes, jodie foster, leo mckern, vivian pickles, veronica quilligan","united kingdom, united states",2019-11-12,1978,g,min,101,3.546137339055794
ds776,movie,canine caddy,clyde geronimi,SinDato,united states,2019-11-12,1941,tv-g,min,8,3.556367432150313
ds777,movie,cars,john lasseter,"owen wilson, paul newman, bonnie hunt, larry the cable guy , cheech marin, tony shalhoub",united states,2019-11-12,2006,g,min,117,3.5765765765765765
ds778,movie,cars 2,john lasseter,"owen wilson, larry the cable guy , michael caine, emily mortimer, john turturro, eddie izzard",united states,2019-11-12,2011,g,min,107,3.5568181818181817
ds779,movie,cars 3,brian fee,"owen wilson, cristela alonzo, chris cooper, nathan fillion, larry the cable guy , armie hammer",united states,2019-11-12,2017,g,min,103,3.4834710743801653
ds780,movie,cars toon: air mater,rob gibbs,"larry the cable guy , keith ferguson, stacey keach, jonathan adams, jan rabson, lori alan",united states,2019-11-12,2011,tv-g,min,5,3.511827956989247
ds781,movie,cars toon: heavy metal mater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-g,min,5,3.543737574552684
ds782,movie,cars toon: hiccups,jeremy lasky,"keith ferguson, larry the cable guy , michael wallis, tony shalhoub, lloyd sherr, bonnie hunt",united states,2019-11-12,2013,tv-g,min,3,3.549382716049383
ds783,movie,cars toon: mater private eye,rob gibbs,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-y7,min,6,3.516765285996055
ds784,movie,cars toon: mater the greater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2008,tv-y7,min,5,3.505482456140351
ds785,movie,cars toon: monster truck mater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-y7,min,6,3.584008097165992
ds786,movie,cars toon: the radiator springs 500 1/2,"rob gibbs, scott morse","owen wilson, larry the cable guy , steve purcell, jess harnell, john cygan,  danny  mann",united states,2019-11-12,2014,tv-y7,min,6,3.490546218487395
ds787,movie,casebusters,wes craven,"pat hingle, noah hathaway, virginya keehne, gary riley, ebbe smith, sharon barr",united states,2019-11-12,1986,tv-pg,min,46,3.4766536964980546
ds788,movie,cheetah,jeff blyth,"keith coogan, lucy deakins, timothy landfield, breon gorman, collin mothupi, ka vundla",united states,2019-11-12,1989,g,min,84,3.5840248962655603
ds789,movie,chef donald,jack king,SinDato,united states,2019-11-12,1941,tv-g,min,8,3.475
ds790,movie,chicken little,mark dindal,"zach braff, garry marshall, don knotts, patrick stewart, amy sedaris, steve zahn",united states,2019-11-12,2005,g,min,84,3.643157894736842
ds791,tv show,chip 'n dale's rescue rangers,SinDato,"corey burton, peter cullen, jim cummings, tress macneille","united states, taiwan, south korea, china, japan, united kingdom",2019-11-12,1989,tv-g,season,1,3.562634989200864
ds792,movie,chip an' dale,jack hannah,SinDato,united states,2019-11-12,1947,tv-g,min,7,3.5064102564102564
ds793,movie,cinderella,"wilfred jackson, hamilton luske, clyde geronimi","ilene woods, eleanor audley, verna felton, rhoda williams, james macdonald, luis van rooten",united states,2019-11-12,1950,g,min,77,3.552469135802469
ds794,movie,cinderella ii: dreams come true,john kafka,"jennifer hale, rob paulsen, corey burton, andre stojka, russi taylor, susanne blakeslee",united states,2019-11-12,2002,g,min,77,3.568273092369478
ds795,movie,cinderella iii: a twist in time,frank nissen,"jennifer hale, c.d. barnes, susanne blakeslee, tress macneille, russi taylor, andre stojka",united states,2019-11-12,2007,g,min,79,3.5402542372881354
ds796,movie,clock cleaners,ben sharpsteen,SinDato,united states,2019-11-12,1937,tv-g,min,9,3.5496828752642706
ds797,movie,cloud 9,paul hoen,"luke benward, dove cameron, mike manning, kiersey clemons, amy farrington, patrick fabian",united states,2019-11-12,2014,tv-g,min,89,3.555793991416309
ds798,movie,college road trip,roger kumble,"martin lawrence, raven-symoné , donny osmond, brenda song, will sasso, eshaya draper",united states,2019-11-12,2008,g,min,84,3.459227467811159
ds799,movie,confessions of a teenage drama queen,sara sugarman,"lindsay lohan, adam garcia, glenne headly, alison pill, eli marienthal, megan fox","germany, united states",2019-11-12,2004,pg,min,91,3.4921875
ds800,tv show,coop & cami ask the world (shorts),SinDato,SinDato,SinDato,2019-11-12,2018,tv-g,season,1,3.502197802197802
ds801,movie,corn chips,jack hannah,SinDato,united states,2019-11-12,1951,tv-g,min,7,3.5262605042016806
ds802,movie,cow belles,francine mcdougall,"amanda michalka, alyson michalka, sheila mccarthy, michael trevino, christian serratos, ron gabriel",united states,2019-11-12,2006,tv-g,min,91,3.5433333333333334
ds803,tv show,crash & bernstein,SinDato,"cole jensen, tim lagasse, landry bender, oana gregory, aaron landon",united states,2019-11-12,2012,tv-y7,season,2,3.5393145161290325
ds804,movie,dadnapped,paul hoen,"emily osment, david henrie, jason earles, jonathan keltz, moises arias, denzel whitaker",united states,2019-11-12,2009,tv-g,min,85,3.4663774403470717
ds805,movie,darby o'gill and the little people,robert stevenson,"albert sharpe, janet munro, sean connery, jimmy o'dea, kieron moore, estelle winwood",united states,2019-11-12,1959,g,min,91,3.4839055793991416
ds806,tv show,darkwing duck,SinDato,"jim cummings, christine cavanaugh, terry mcgovern, frank welker",united states,2019-11-12,1991,tv-y7,season,2,3.524774774774775
ds807,movie,davy crockett and the river pirates,norman foster,"fess parker, buddy ebsen, jeff york, kenneth tobey, clem bevans, irvin ashkenazy",united states,2019-11-12,1956,g,min,81,3.5233050847457625
ds808,movie,"davy crockett, king of the wild frontier",norman foster,"fess parker, buddy ebsen, basil ruysdael, hans conried, pat hogan, ken tobey",united states,2019-11-12,1955,pg,min,93,3.4595141700404857
ds809,movie,day & night,teddy newton,SinDato,united states,2019-11-12,2010,g,min,8,3.408888888888889
ds810,movie,decorating disney: holiday magic,SinDato,"whoopi goldberg, sofia carson, jordan fisher",united states,2019-11-12,2017,tv-pg,min,42,3.598752598752599
ds811,movie,deep blue,"alastair fothergill, andy byatt",pierce brosnan,"united kingdom, germany",2019-11-12,2005,g,min,91,3.54295154185022
ds812,movie,descendants 2,kenny ortega,"dove cameron, cameron boyce, sofia carson, booboo stewart, mitchell hope, brenna d'amico",united states,2019-11-12,2017,tv-g,min,114,3.5147637795275593
ds813,movie,diary of a wimpy kid,thor freudenthal,"zachary gordon, robert capron, rachel harris, steve zahn, connor fielding, owen fielding","united states, united kingdom",2019-11-12,2010,pg,min,93,3.518201284796574
ds814,movie,dinosaur,"ralph zondag, eric leighton","d.b. sweeney, alfre woodard, ossie davis, max casella, hayden panettiere, samuel wright",united states,2019-11-12,2000,pg,min,84,3.476545842217484
ds815,movie,disney adventures in babysitting,john schultz,"sabrina carpenter, sofia carson, nikki hahn, mallory mahoney, max gecowets, jet jurgensmeyer",united states,2019-11-12,2016,tv-g,min,95,3.651086956521739
ds816,movie,disney avalon high,stuart gillard,"britt robertson, gregg sulkin, joey pollari, devon graye, molly quinn, don lake",united states,2019-11-12,2010,tv-g,min,91,3.4682713347921226
ds817,movie,disney bad hair day,érik canuel,"laura marano, leigh-allyn baker, christian campbell, alain goulem, christian paul, kiana madeira",canada,2019-11-12,2015,tv-g,min,93,3.5243664717348926
ds818,tv show,disney bizaardvark,SinDato,"madison hu, olivia rodrigo, jake paul, devore ledridge, ethan wacker",united states,2019-11-12,2015,tv-pg,season,3,3.5296127562642368
ds819,movie,disney den brother,mark taylor,"hutch dano, g. hannelius, maurice godin, david lambert, kelsy chow, debra mooney",united states,2019-11-12,2010,tv-g,min,90,3.481670061099796
ds820,movie,disney descendants,kenny ortega,"dove cameron, cameron boyce, booboo stewart, sofia carson, mitchell hope, melanie paxson",united states,2019-11-12,2015,tv-g,min,114,3.567180616740088
ds821,tv show,disney descendants wicked world (shorts),SinDato,SinDato,united states,2019-11-12,2015,tv-g,season,2,3.527292576419214
ds822,tv show,disney ducktales (shorts),SinDato,SinDato,SinDato,2019-11-12,2016,tv-y7,season,1,3.5
ds823,tv show,disney evermoor,SinDato,"naomi sequeira, jordan loughran, belinda stewart-wilson, dan fredenburgh, george sear, georgie farmer",SinDato,2019-11-12,2017,tv-pg,season,1,3.4729206963249517
ds824,tv show,disney family sundays,SinDato,SinDato,united states,2019-11-12,2019,tv-g,season,1,3.604872881355932
ds825,tv show,disney fast layne,SinDato,"sophie pollono, sofia rosinsky, brandon rossel, winslow fegley",united states,2019-11-12,2018,tv-g,season,1,3.5833333333333335
ds826,movie,disney girl vs. monster,stuart gillard,"olivia holt, kerris dorsey, brendan meyer, katherine mcnamara, adam chambers, tracy dawson","united states, canada",2019-11-12,2012,tv-pg,min,90,3.5721649484536084
ds827,tv show,disney gravity falls,SinDato,"kristen schaal, jason morgan, alex hirsch",united states,2019-11-12,2011,tv-y7,season,2,3.5373303167420813
ds828,tv show,disney gravity falls (shorts),SinDato,SinDato,SinDato,2019-11-12,2012,tv-g,season,1,3.636853448275862
ds829,tv show,disney jake and the never land pirates,SinDato,"madison pettis, colin ford, jonathan heit, david arquette, corey burton",united states,2019-11-12,2010,tv-y,season,4,3.5
ds830,tv show,disney jonas,SinDato,"kevin jonas, joe jonas, nick jonas, chelsea staub, nicole anderson, john ducey",united states,2019-11-12,2008,tv-g,season,2,3.4640522875816995
ds831,tv show,disney junior music nursery rhymes,SinDato,SinDato,SinDato,2019-11-12,2017,tv-y,season,2,3.5061475409836067
ds832,tv show,disney k.c. undercover,SinDato,"zendaya , veronica dunne, kamil mcfadden, tammy townsend, kadeem hardison",united states,2019-11-12,2014,tv-y7,season,3,3.575413223140496
ds833,tv show,disney lab rats: elite force,SinDato,"william brent, bradley perry, jake short, paris berelc, kelli berglund",united states,2019-11-12,2015,tv-y7,season,1,3.4607072691552063
ds834,tv show,disney legend of the three caballeros,SinDato,"tony anselmo, jaime camil, eric bauza, grey griffin, wayne knight, kevin richardson",united states,2019-11-12,2017,tv-g,season,1,3.5706967213114753
ds835,tv show,disney mickey mouse clubhouse,SinDato,"wayne allwine, jim cummings, russi taylor, tony anselmo, bill farmer, tress macneille",united states,2019-11-12,2005,tv-y,season,5,3.5603112840466924
ds836,tv show,disney milo murphy's law,SinDato,"al yankovic, sabrina carpenter, mekai curtis",united states,2019-11-12,2016,tv-y7,season,2,3.5585215605749485
ds837,tv show,disney minnie's bow-toons (shorts),SinDato,SinDato,united states,2019-11-12,2011,tv-y,season,3,3.5918141592920354
ds838,tv show,disney stuck in the middle,SinDato,"jenna ortega, ronni hawk, isaak presley, ariana greenblatt, kayla maisonet, nicolas bechtel",united states,2019-11-12,2015,tv-pg,season,3,3.5962301587301586
ds839,tv show,disney take two with phineas and ferb (shorts),SinDato,SinDato,united states,2019-11-12,2010,tv-g,season,1,3.550935550935551
ds840,tv show,disney tangled: the series - short cuts,SinDato,SinDato,SinDato,2019-11-12,2016,tv-y7,season,1,3.513452914798206
ds841,movie,disney under the sea: a descendants short story,hasraf dulull,SinDato,SinDato,2019-11-12,2018,tv-g,min,10,3.5233853006681515
ds842,tv show,disney's adventures of the gummi bears,SinDato,"bill scott, christian jacobs, brett johnson, david faustino, paul winchell, jason marsden",united states,2019-11-12,1985,tv-y7,season,6,3.5822784810126582
ds843,tv show,disney's doug,SinDato,"connie shulman, doug preis, alice playten, chris phillips, fred newman, thomas mchugh",united states,2019-11-12,1996,tv-y7,season,3,3.4492273730684326
ds844,movie,disney's fairy tale weddings,chris wilson,"ben higgins, lauren bushnell",SinDato,2019-11-12,2017,tv-pg,min,64,3.6289640591966172
ds845,movie,disney's fairy tale weddings: holiday magic,chris wilson,"stephen boss, allison holker",SinDato,2019-11-12,2017,tv-pg,min,42,3.452330508474576
ds846,tv show,disney's hercules: the animated series,SinDato,"tate donovan, sandra bernhard, robert costanzo, matt frewer, bobcat goldthwait, french stewart",united states,2019-11-12,1998,tv-y7,season,1,3.520879120879121
ds847,tv show,disney's kim possible,SinDato,"christy romano, will friedle, nancy cartwright, tahj mowry","united states, philippines, south korea",2019-11-12,2001,tv-g,season,4,3.455010224948875
ds848,tv show,disney's little einsteins,SinDato,"erica huang, aiden pompey, jesse schwartz, natalia wojcik",united states,2019-11-12,2005,tv-y,season,2,3.5625
ds849,tv show,disney's mighty ducks,SinDato,"james belushi, brad garrett, jeff bennett, jennifer hale, clancy brown, tony jay",united states,2019-11-12,1996,tv-y7,season,1,3.5665280665280665
ds850,tv show,disney's recess,SinDato,"rickey collins, jason davis, ashley johnson, ross malinger, courtland mead, pamela segall",united states,2019-11-12,1997,tv-y7,season,3,3.5422535211267605
ds851,tv show,disney's the emperor's new school,SinDato,"shane baumel, jessica dicicco, wendie malick, fred tatasciore, jeff bennett, jessie flower",united states,2019-11-12,2005,tv-g,season,2,3.5980603448275863
ds852,movie,disney's the kid,jon turteltaub,"bruce willis, spencer breslin, emily mortimer, lily tomlin, chi mcbride, jean smart",united states,2019-11-12,2000,pg,min,105,3.611111111111111
ds853,tv show,disney's the little mermaid (series),SinDato,"jodi benson, samuel wright, ken mars, edan gross",united states,2019-11-12,1992,tv-y7,season,3,3.5677777777777777
ds854,movie,disneyland around the seasons (walt disney's wonderful world of color: 1961-69),hamilton luske,walt disney,united states,2019-11-12,1966,tv-pg,min,51,3.5444015444015444
ds855,movie,disneynature african cats,keith scholey,samuel jackson,united states,2019-11-12,2011,g,min,90,3.5473118279569893
ds856,movie,disneynature bears,"alastair fothergill, keith scholey",john reilly,united states,2019-11-12,2014,g,min,78,3.5613636363636365
ds857,movie,disneynature born in china,lu chuan,john krasinski,"united kingdom, china, united states",2019-11-12,2017,g,min,81,3.5533880903490758
ds858,movie,disneynature chimpanzee,"alastair fothergill, mark linfield",tim allen,"tanzania, united states",2019-11-12,2012,g,min,79,3.60287610619469
ds859,movie,disneynature crimson wing,"matthew aeberhard, leander ward",mariella frostrup,"united states, united kingdom",2019-11-12,2008,g,min,78,3.517892644135189
ds860,movie,disneynature monkey kingdom,mark linfield,tina fey,united states,2019-11-12,2015,g,min,82,3.5690021231422504
ds861,movie,disneynature wings of life,louie schwartzberg,meryl streep,"united states, panama, mexico",2019-11-12,2011,g,min,81,3.5847826086956522
ds862,tv show,dog whisperer with cesar millan,SinDato,cesar millan,united states,2019-11-12,2004,tv-g,season,6,3.4617903930131004
ds863,movie,don't look under the bed,kenneth johnson,"erin chambers, eric hodges ii, eric hodges, robin riker, steve valentine, jake sakson",united states,2019-11-12,1999,tv-pg,min,93,3.482105263157895
ds864,movie,donald's golf game,jack king,SinDato,united states,2019-11-12,1938,tv-g,min,8,3.481404958677686
ds865,movie,donald's tire trouble,dick lundy,SinDato,united states,2019-11-12,1943,tv-g,min,8,3.594059405940594
